epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,11668.6,1.38289,1.4226,0.01964,0.59611,0.6054,0.62841,0.3098,1.73938,1.46506,0.0411,6.04763e-05,6.04763e-05,6.04763e-05
173,11741.5,1.39505,1.42438,0.02023,0.5903,0.59997,0.62879,0.31901,1.71513,1.4382,0.04046,5.71106e-05,5.71106e-05,5.71106e-05
174,11811.5,1.38117,1.45421,0.02009,0.57783,0.64177,0.62884,0.31496,1.73375,1.43194,0.04087,5.38554e-05,5.38554e-05,5.38554e-05
175,11880.8,1.3901,1.42786,0.01924,0.60918,0.62891,0.64555,0.32358,1.70587,1.44488,0.04036,5.07115e-05,5.07115e-05,5.07115e-05
176,11949.6,1.37614,1.4176,0.01942,0.60572,0.60559,0.63782,0.32045,1.70891,1.44546,0.04067,4.76796e-05,4.76796e-05,4.76796e-05
177,12015.4,1.37377,1.39197,0.01974,0.60307,0.60823,0.63218,0.31489,1.71458,1.46165,0.04037,4.47606e-05,4.47606e-05,4.47606e-05
178,12079.8,1.3754,1.40696,0.01922,0.61852,0.60553,0.63152,0.31515,1.7258,1.46603,0.04108,4.19552e-05,4.19552e-05,4.19552e-05
179,12145,1.40068,1.41634,0.0197,0.63602,0.60282,0.63612,0.31841,1.72026,1.45879,0.0409,3.9264e-05,3.9264e-05,3.9264e-05
180,12209.7,1.38516,1.41474,0.02065,0.61396,0.6228,0.64542,0.32466,1.70951,1.44178,0.0408,3.66877e-05,3.66877e-05,3.66877e-05
181,12355.1,1.35813,1.20514,0.02671,0.56169,0.59161,0.61847,0.28859,1.81661,1.54256,0.04328,3.4227e-05,3.4227e-05,3.4227e-05
182,12421.4,1.35273,1.16977,0.02628,0.59036,0.58459,0.61731,0.29549,1.77646,1.51499,0.04259,3.18825e-05,3.18825e-05,3.18825e-05
183,12484.7,1.34225,1.16439,0.02694,0.57388,0.60609,0.6199,0.29966,1.76666,1.51474,0.04237,2.96546e-05,2.96546e-05,2.96546e-05
184,12548.4,1.35099,1.12758,0.02709,0.58897,0.60158,0.62727,0.30201,1.75952,1.49857,0.04213,2.75441e-05,2.75441e-05,2.75441e-05
185,12628.5,1.32676,1.16777,0.02607,0.59984,0.59747,0.63123,0.30446,1.76898,1.49504,0.04222,2.55513e-05,2.55513e-05,2.55513e-05
186,12691.9,1.34178,1.16104,0.02697,0.59681,0.6145,0.63349,0.30826,1.73299,1.49704,0.04124,2.36769e-05,2.36769e-05,2.36769e-05
187,12754.7,1.3449,1.14424,0.02676,0.58996,0.61683,0.63246,0.30894,1.73403,1.48788,0.0411,2.19212e-05,2.19212e-05,2.19212e-05
188,12818.2,1.3426,1.13462,0.0266,0.59753,0.62569,0.63985,0.30845,1.75324,1.47518,0.04154,2.02847e-05,2.02847e-05,2.02847e-05
189,12882.9,1.34186,1.15503,0.02672,0.60828,0.61747,0.6363,0.3067,1.74447,1.47948,0.04134,1.87678e-05,1.87678e-05,1.87678e-05
190,12946.6,1.32838,1.11752,0.02587,0.6278,0.61696,0.65236,0.31605,1.72223,1.46715,0.04107,1.73709e-05,1.73709e-05,1.73709e-05
191,13010,1.33242,1.13136,0.02663,0.63191,0.61012,0.65796,0.31959,1.72765,1.44827,0.04144,1.60943e-05,1.60943e-05,1.60943e-05
192,13072.7,1.32844,1.12923,0.02613,0.6457,0.61136,0.6568,0.32026,1.72678,1.44581,0.04148,1.49383e-05,1.49383e-05,1.49383e-05
193,13136,1.34363,1.18219,0.02663,0.61853,0.62258,0.65148,0.31425,1.72761,1.47324,0.04146,1.39032e-05,1.39032e-05,1.39032e-05
194,13200.6,1.33427,1.11015,0.02627,0.62521,0.61936,0.64992,0.31412,1.72829,1.47531,0.0413,1.29893e-05,1.29893e-05,1.29893e-05
195,13266.3,1.32984,1.11212,0.02687,0.61845,0.60739,0.64774,0.3119,1.72895,1.47237,0.04129,1.21968e-05,1.21968e-05,1.21968e-05
196,13329.9,1.33192,1.1134,0.02616,0.62174,0.61062,0.64883,0.31537,1.72662,1.46285,0.04129,1.15259e-05,1.15259e-05,1.15259e-05
197,13392.1,1.34384,1.14706,0.02578,0.62049,0.61014,0.64045,0.30831,1.73915,1.48128,0.04179,1.09768e-05,1.09768e-05,1.09768e-05
198,13455.9,1.33033,1.12467,0.02682,0.61084,0.62281,0.64603,0.31338,1.72281,1.47789,0.04145,1.05495e-05,1.05495e-05,1.05495e-05
199,13519.1,1.31457,1.13281,0.0263,0.61665,0.62235,0.64532,0.31087,1.72243,1.48662,0.0413,1.02443e-05,1.02443e-05,1.02443e-05
200,13582.2,1.32688,1.11189,0.02622,0.61637,0.61322,0.64118,0.30964,1.72205,1.49482,0.04123,1.00611e-05,1.00611e-05,1.00611e-05
